,settlementDate,settlementPeriod,imbalanceQuantityMAW,time_stamp
0,2014-12-16,48,-386.861,2014-12-17 00:00:00
1,2014-12-16,47,-398.914,2014-12-16 23:30:00
2,2014-12-16,46,-250.894,2014-12-16 23:00:00
3,2014-12-16,45,-275.414,2014-12-16 22:30:00
4,2014-12-16,44,-321.626,2014-12-16 22:00:00
5,2014-12-16,43,-233.123,2014-12-16 21:30:00
6,2014-12-16,42,-399.344,2014-12-16 21:00:00
7,2014-12-16,41,-334.081,2014-12-16 20:30:00
8,2014-12-16,40,-515.989,2014-12-16 20:00:00
9,2014-12-16,39,-323.721,2014-12-16 19:30:00
10,2014-12-16,38,-751.408,2014-12-16 19:00:00
11,2014-12-16,37,-853.25,2014-12-16 18:30:00
12,2014-12-16,36,-748.729,2014-12-16 18:00:00
13,2014-12-16,35,-663.671,2014-12-16 17:30:00
14,2014-12-16,34,-320.944,2014-12-16 17:00:00
15,2014-12-16,33,11.0381,2014-12-16 16:30:00
16,2014-12-16,32,118.312,2014-12-16 16:00:00
17,2014-12-16,31,-247.893,2014-12-16 15:30:00
18,2014-12-16,30,-268.601,2014-12-16 15:00:00
19,2014-12-16,29,-357.292,2014-12-16 14:30:00
0,2014-12-17,48,-381.165,2014-12-18 00:00:00
1,2014-12-17,47,-96.5117,2014-12-17 23:30:00
2,2014-12-17,46,-293.274,2014-12-17 23:00:00
3,2014-12-17,45,-614.117,2014-12-17 22:30:00
4,2014-12-17,44,-654.286,2014-12-17 22:00:00
5,2014-12-17,43,-188.33,2014-12-17 21:30:00
6,2014-12-17,42,-56.9312,2014-12-17 21:00:00
7,2014-12-17,41,-126.403,2014-12-17 20:30:00
8,2014-12-17,40,-234.605,2014-12-17 20:00:00
9,2014-12-17,39,-239.595,2014-12-17 19:30:00
10,2014-12-17,38,-172.026,2014-12-17 19:00:00
11,2014-12-17,37,-0.0222,2014-12-17 18:30:00
12,2014-12-17,36,-2.5169,2014-12-17 18:00:00
13,2014-12-17,35,153.458,2014-12-17 17:30:00
14,2014-12-17,34,44.4893,2014-12-17 17:00:00
15,2014-12-17,33,-57.6501,2014-12-17 16:30:00
16,2014-12-17,32,-287.837,2014-12-17 16:00:00
17,2014-12-17,31,-537.092,2014-12-17 15:30:00
18,2014-12-17,30,-471.707,2014-12-17 15:00:00
19,2014-12-17,29,-285.43,2014-12-17 14:30:00
20,2014-12-17,28,-257.764,2014-12-17 14:00:00
21,2014-12-17,27,-256.962,2014-12-17 13:30:00
22,2014-12-17,26,-195.318,2014-12-17 13:00:00
23,2014-12-17,25,-111.326,2014-12-17 12:30:00
24,2014-12-17,24,-3.8587,2014-12-17 12:00:00
25,2014-12-17,23,117.319,2014-12-17 11:30:00
26,2014-12-17,22,146.18,2014-12-17 11:00:00
27,2014-12-17,21,-9.1876,2014-12-17 10:30:00
28,2014-12-17,20,40.6021,2014-12-17 10:00:00
29,2014-12-17,19,48.7835,2014-12-17 09:30:00
30,2014-12-17,18,-280.185,2014-12-17 09:00:00
31,2014-12-17,17,126.829,2014-12-17 08:30:00
32,2014-12-17,16,254.956,2014-12-17 08:00:00
33,2014-12-17,15,-38.724,2014-12-17 07:30:00
34,2014-12-17,14,-119.434,2014-12-17 07:00:00
35,2014-12-17,13,-189.929,2014-12-17 06:30:00
36,2014-12-17,12,-487.407,2014-12-17 06:00:00
37,2014-12-17,11,-523.615,2014-12-17 05:30:00
38,2014-12-17,10,-207.041,2014-12-17 05:00:00
39,2014-12-17,9,-141.59,2014-12-17 04:30:00
40,2014-12-17,8,-157.292,2014-12-17 04:00:00
41,2014-12-17,7,10.6382,2014-12-17 03:30:00
42,2014-12-17,6,29.3069,2014-12-17 03:00:00
43,2014-12-17,5,73.4426,2014-12-17 02:30:00
44,2014-12-17,4,65.2941,2014-12-17 02:00:00
45,2014-12-17,3,422.851,2014-12-17 01:30:00
46,2014-12-17,2,181.907,2014-12-17 01:00:00
47,2014-12-17,1,-11.1348,2014-12-17 00:30:00
0,2014-12-18,48,-387.004,2014-12-19 00:00:00
1,2014-12-18,47,-124.069,2014-12-18 23:30:00
2,2014-12-18,46,160.695,2014-12-18 23:00:00
3,2014-12-18,45,-134.174,2014-12-18 22:30:00
4,2014-12-18,44,-161.552,2014-12-18 22:00:00
5,2014-12-18,43,-146.151,2014-12-18 21:30:00
6,2014-12-18,42,-451.535,2014-12-18 21:00:00
7,2014-12-18,41,-318.649,2014-12-18 20:30:00
8,2014-12-18,40,-266.36,2014-12-18 20:00:00
9,2014-12-18,39,-266.865,2014-12-18 19:30:00
10,2014-12-18,38,-407.33,2014-12-18 19:00:00
11,2014-12-18,37,-253.973,2014-12-18 18:30:00
12,2014-12-18,36,-154.319,2014-12-18 18:00:00
13,2014-12-18,35,45.8651,2014-12-18 17:30:00
14,2014-12-18,34,-107.798,2014-12-18 17:00:00
15,2014-12-18,33,-523.281,2014-12-18 16:30:00
16,2014-12-18,32,-476.67,2014-12-18 16:00:00
17,2014-12-18,31,-594.242,2014-12-18 15:30:00
18,2014-12-18,30,-393.271,2014-12-18 15:00:00
19,2014-12-18,29,-275.734,2014-12-18 14:30:00
20,2014-12-18,28,-205.9,2014-12-18 14:00:00
21,2014-12-18,27,63.5012,2014-12-18 13:30:00
22,2014-12-18,26,330.844,2014-12-18 13:00:00
23,2014-12-18,25,252.039,2014-12-18 12:30:00
24,2014-12-18,24,141.323,2014-12-18 12:00:00
25,2014-12-18,23,41.4385,2014-12-18 11:30:00
26,2014-12-18,22,35.6706,2014-12-18 11:00:00
27,2014-12-18,21,19.6155,2014-12-18 10:30:00
28,2014-12-18,20,-13.3478,2014-12-18 10:00:00
29,2014-12-18,19,-135.828,2014-12-18 09:30:00
30,2014-12-18,18,-265.276,2014-12-18 09:00:00
31,2014-12-18,17,39.9017,2014-12-18 08:30:00
32,2014-12-18,16,-144.526,2014-12-18 08:00:00
33,2014-12-18,15,94.9107,2014-12-18 07:30:00
34,2014-12-18,14,-318.312,2014-12-18 07:00:00
35,2014-12-18,13,-541.61,2014-12-18 06:30:00
36,2014-12-18,12,-513.85,2014-12-18 06:00:00
37,2014-12-18,11,-808.379,2014-12-18 05:30:00
38,2014-12-18,10,-678.206,2014-12-18 05:00:00
39,2014-12-18,9,-405.928,2014-12-18 04:30:00
40,2014-12-18,8,-375.959,2014-12-18 04:00:00
41,2014-12-18,7,-114.681,2014-12-18 03:30:00
42,2014-12-18,6,42.784,2014-12-18 03:00:00
43,2014-12-18,5,96.8758,2014-12-18 02:30:00
44,2014-12-18,4,-112.573,2014-12-18 02:00:00
45,2014-12-18,3,-5.9996,2014-12-18 01:30:00
46,2014-12-18,2,101.47,2014-12-18 01:00:00
47,2014-12-18,1,-187.85,2014-12-18 00:30:00
0,2014-12-19,48,-40.1727,2014-12-20 00:00:00
1,2014-12-19,47,273.028,2014-12-19 23:30:00
2,2014-12-19,46,45.1268,2014-12-19 23:00:00
3,2014-12-19,45,-342.64,2014-12-19 22:30:00
4,2014-12-19,44,-22.4524,2014-12-19 22:00:00
5,2014-12-19,43,-34.3378,2014-12-19 21:30:00
6,2014-12-19,42,254.272,2014-12-19 21:00:00
7,2014-12-19,41,108.053,2014-12-19 20:30:00
8,2014-12-19,40,33.9201,2014-12-19 20:00:00
9,2014-12-19,39,-55.787,2014-12-19 19:30:00
10,2014-12-19,38,51.8479,2014-12-19 19:00:00
11,2014-12-19,37,168.888,2014-12-19 18:30:00
12,2014-12-19,36,435.627,2014-12-19 18:00:00
13,2014-12-19,35,659.233,2014-12-19 17:30:00
14,2014-12-19,34,447.403,2014-12-19 17:00:00
15,2014-12-19,33,124.531,2014-12-19 16:30:00
16,2014-12-19,32,-120.533,2014-12-19 16:00:00
17,2014-12-19,31,-201.587,2014-12-19 15:30:00
18,2014-12-19,30,-494.383,2014-12-19 15:00:00
19,2014-12-19,29,-418.739,2014-12-19 14:30:00
20,2014-12-19,28,-497.116,2014-12-19 14:00:00
21,2014-12-19,27,-598.212,2014-12-19 13:30:00
22,2014-12-19,26,-592.891,2014-12-19 13:00:00
23,2014-12-19,25,-655.422,2014-12-19 12:30:00
24,2014-12-19,24,-851.6,2014-12-19 12:00:00
25,2014-12-19,23,-667.454,2014-12-19 11:30:00
26,2014-12-19,22,-210.983,2014-12-19 11:00:00
27,2014-12-19,21,7.4807,2014-12-19 10:30:00
28,2014-12-19,20,75.8479,2014-12-19 10:00:00
29,2014-12-19,19,466.392,2014-12-19 09:30:00
30,2014-12-19,18,402.341,2014-12-19 09:00:00
31,2014-12-19,17,601.004,2014-12-19 08:30:00
32,2014-12-19,16,63.6302,2014-12-19 08:00:00
33,2014-12-19,15,264.024,2014-12-19 07:30:00
34,2014-12-19,14,-23.3172,2014-12-19 07:00:00
35,2014-12-19,13,-285.405,2014-12-19 06:30:00
36,2014-12-19,12,4.053,2014-12-19 06:00:00
37,2014-12-19,11,15.9916,2014-12-19 05:30:00
38,2014-12-19,10,192.277,2014-12-19 05:00:00
39,2014-12-19,9,46.6551,2014-12-19 04:30:00
40,2014-12-19,8,-163.865,2014-12-19 04:00:00
41,2014-12-19,7,-145.272,2014-12-19 03:30:00
42,2014-12-19,6,-217.219,2014-12-19 03:00:00
43,2014-12-19,5,-82.0289,2014-12-19 02:30:00
44,2014-12-19,4,-131.283,2014-12-19 02:00:00
45,2014-12-19,3,138.147,2014-12-19 01:30:00
46,2014-12-19,2,-93.2631,2014-12-19 01:00:00
47,2014-12-19,1,-99.0583,2014-12-19 00:30:00
0,2014-12-20,48,-425.766,2014-12-21 00:00:00
1,2014-12-20,47,-648.07,2014-12-20 23:30:00
2,2014-12-20,46,-278.001,2014-12-20 23:00:00
3,2014-12-20,45,-99.8757,2014-12-20 22:30:00
4,2014-12-20,44,-47.1364,2014-12-20 22:00:00
5,2014-12-20,43,49.1259,2014-12-20 21:30:00
6,2014-12-20,42,27.9725,2014-12-20 21:00:00
7,2014-12-20,41,261.527,2014-12-20 20:30:00
8,2014-12-20,40,22.3438,2014-12-20 20:00:00
9,2014-12-20,39,111.391,2014-12-20 19:30:00
10,2014-12-20,38,390.425,2014-12-20 19:00:00
11,2014-12-20,37,723.143,2014-12-20 18:30:00
12,2014-12-20,36,973.051,2014-12-20 18:00:00
13,2014-12-20,35,999.664,2014-12-20 17:30:00
14,2014-12-20,34,919.233,2014-12-20 17:00:00
15,2014-12-20,33,588.611,2014-12-20 16:30:00
16,2014-12-20,32,272.442,2014-12-20 16:00:00
17,2014-12-20,31,405.085,2014-12-20 15:30:00
18,2014-12-20,30,340.828,2014-12-20 15:00:00
19,2014-12-20,29,117.257,2014-12-20 14:30:00
20,2014-12-20,28,-66.6351,2014-12-20 14:00:00
21,2014-12-20,27,-87.7034,2014-12-20 13:30:00
22,2014-12-20,26,-36.0895,2014-12-20 13:00:00
23,2014-12-20,25,-14.9581,2014-12-20 12:30:00
24,2014-12-20,24,-179.849,2014-12-20 12:00:00
25,2014-12-20,23,-81.751,2014-12-20 11:30:00
26,2014-12-20,22,49.406,2014-12-20 11:00:00
27,2014-12-20,21,104.004,2014-12-20 10:30:00
28,2014-12-20,20,220.647,2014-12-20 10:00:00
29,2014-12-20,19,181.888,2014-12-20 09:30:00
30,2014-12-20,18,38.8519,2014-12-20 09:00:00
31,2014-12-20,17,-237.276,2014-12-20 08:30:00
32,2014-12-20,16,-333.74,2014-12-20 08:00:00
33,2014-12-20,15,-524.064,2014-12-20 07:30:00
34,2014-12-20,14,-90.9389,2014-12-20 07:00:00
35,2014-12-20,13,33.1568,2014-12-20 06:30:00
36,2014-12-20,12,125.36,2014-12-20 06:00:00
37,2014-12-20,11,-67.3451,2014-12-20 05:30:00
38,2014-12-20,10,-461.6,2014-12-20 05:00:00
39,2014-12-20,9,-312.608,2014-12-20 04:30:00
40,2014-12-20,8,-104.014,2014-12-20 04:00:00
41,2014-12-20,7,-16.2858,2014-12-20 03:30:00
42,2014-12-20,6,-70.1815,2014-12-20 03:00:00
43,2014-12-20,5,46.0159,2014-12-20 02:30:00
44,2014-12-20,4,-5.9748,2014-12-20 02:00:00
45,2014-12-20,3,364.895,2014-12-20 01:30:00
46,2014-12-20,2,132.055,2014-12-20 01:00:00
47,2014-12-20,1,70.512,2014-12-20 00:30:00
0,2014-12-21,48,-271.124,2014-12-22 00:00:00
1,2014-12-21,47,-219.581,2014-12-21 23:30:00
2,2014-12-21,46,-558.034,2014-12-21 23:00:00
3,2014-12-21,45,-248.293,2014-12-21 22:30:00
4,2014-12-21,44,-89.9802,2014-12-21 22:00:00
5,2014-12-21,43,-189.528,2014-12-21 21:30:00
6,2014-12-21,42,-62.8821,2014-12-21 21:00:00
7,2014-12-21,41,384.47,2014-12-21 20:30:00
8,2014-12-21,40,448.187,2014-12-21 20:00:00
9,2014-12-21,39,355.284,2014-12-21 19:30:00
10,2014-12-21,38,-174.554,2014-12-21 19:00:00
11,2014-12-21,37,-262.913,2014-12-21 18:30:00
12,2014-12-21,36,-129.314,2014-12-21 18:00:00
13,2014-12-21,35,70.0948,2014-12-21 17:30:00
14,2014-12-21,34,165.983,2014-12-21 17:00:00
15,2014-12-21,33,158.47,2014-12-21 16:30:00
16,2014-12-21,32,178.188,2014-12-21 16:00:00
17,2014-12-21,31,-63.3708,2014-12-21 15:30:00
18,2014-12-21,30,322.537,2014-12-21 15:00:00
19,2014-12-21,29,420.819,2014-12-21 14:30:00
20,2014-12-21,28,66.4519,2014-12-21 14:00:00
21,2014-12-21,27,134.889,2014-12-21 13:30:00
22,2014-12-21,26,240.96,2014-12-21 13:00:00
23,2014-12-21,25,320.937,2014-12-21 12:30:00
24,2014-12-21,24,301.921,2014-12-21 12:00:00
25,2014-12-21,23,139.044,2014-12-21 11:30:00
26,2014-12-21,22,184.717,2014-12-21 11:00:00
27,2014-12-21,21,398.49,2014-12-21 10:30:00
28,2014-12-21,20,327.569,2014-12-21 10:00:00
29,2014-12-21,19,52.2372,2014-12-21 09:30:00
30,2014-12-21,18,-6.6536,2014-12-21 09:00:00
31,2014-12-21,17,-330.529,2014-12-21 08:30:00
32,2014-12-21,16,-255.237,2014-12-21 08:00:00
33,2014-12-21,15,-218.192,2014-12-21 07:30:00
34,2014-12-21,14,-475.654,2014-12-21 07:00:00
35,2014-12-21,13,-723.338,2014-12-21 06:30:00
36,2014-12-21,12,-667.799,2014-12-21 06:00:00
37,2014-12-21,11,-594.938,2014-12-21 05:30:00
38,2014-12-21,10,-565.975,2014-12-21 05:00:00
39,2014-12-21,9,-420.167,2014-12-21 04:30:00
40,2014-12-21,8,-460.116,2014-12-21 04:00:00
41,2014-12-21,7,65.3119,2014-12-21 03:30:00
42,2014-12-21,6,23.1378,2014-12-21 03:00:00
43,2014-12-21,5,20.3002,2014-12-21 02:30:00
44,2014-12-21,4,-91.8227,2014-12-21 02:00:00
45,2014-12-21,3,20.0895,2014-12-21 01:30:00
46,2014-12-21,2,-156.549,2014-12-21 01:00:00
47,2014-12-21,1,-379.469,2014-12-21 00:30:00
0,2014-12-22,48,-168.788,2014-12-23 00:00:00
1,2014-12-22,47,35.4401,2014-12-22 23:30:00
2,2014-12-22,46,187.416,2014-12-22 23:00:00
3,2014-12-22,45,327.444,2014-12-22 22:30:00
4,2014-12-22,44,257.677,2014-12-22 22:00:00
5,2014-12-22,43,488.664,2014-12-22 21:30:00
6,2014-12-22,42,439.443,2014-12-22 21:00:00
7,2014-12-22,41,505.223,2014-12-22 20:30:00
8,2014-12-22,40,556.134,2014-12-22 20:00:00
9,2014-12-22,39,807.522,2014-12-22 19:30:00
10,2014-12-22,38,479.078,2014-12-22 19:00:00
11,2014-12-22,37,257.712,2014-12-22 18:30:00
12,2014-12-22,36,518.228,2014-12-22 18:00:00
13,2014-12-22,35,582.216,2014-12-22 17:30:00
14,2014-12-22,34,633.76,2014-12-22 17:00:00
15,2014-12-22,33,549.392,2014-12-22 16:30:00
16,2014-12-22,32,556.781,2014-12-22 16:00:00
17,2014-12-22,31,396.661,2014-12-22 15:30:00
18,2014-12-22,30,303.488,2014-12-22 15:00:00
19,2014-12-22,29,573.82,2014-12-22 14:30:00
20,2014-12-22,28,547.192,2014-12-22 14:00:00
21,2014-12-22,27,640.136,2014-12-22 13:30:00
22,2014-12-22,26,453.384,2014-12-22 13:00:00
23,2014-12-22,25,343.783,2014-12-22 12:30:00
24,2014-12-22,24,232.158,2014-12-22 12:00:00
25,2014-12-22,23,376.67,2014-12-22 11:30:00
26,2014-12-22,22,614.022,2014-12-22 11:00:00
27,2014-12-22,21,728.638,2014-12-22 10:30:00
28,2014-12-22,20,841.834,2014-12-22 10:00:00
29,2014-12-22,19,866.747,2014-12-22 09:30:00
30,2014-12-22,18,676.643,2014-12-22 09:00:00
31,2014-12-22,17,396.71,2014-12-22 08:30:00
32,2014-12-22,16,223.988,2014-12-22 08:00:00
33,2014-12-22,15,168.423,2014-12-22 07:30:00
34,2014-12-22,14,296.99,2014-12-22 07:00:00
35,2014-12-22,13,418.32,2014-12-22 06:30:00
36,2014-12-22,12,472.46,2014-12-22 06:00:00
37,2014-12-22,11,141.671,2014-12-22 05:30:00
38,2014-12-22,10,-105.814,2014-12-22 05:00:00
39,2014-12-22,9,5.2247,2014-12-22 04:30:00
40,2014-12-22,8,-132.155,2014-12-22 04:00:00
41,2014-12-22,7,-102.458,2014-12-22 03:30:00
42,2014-12-22,6,-172.496,2014-12-22 03:00:00
43,2014-12-22,5,-108.017,2014-12-22 02:30:00
44,2014-12-22,4,-48.3922,2014-12-22 02:00:00
45,2014-12-22,3,-147.784,2014-12-22 01:30:00
46,2014-12-22,2,-154.735,2014-12-22 01:00:00
47,2014-12-22,1,-160.013,2014-12-22 00:30:00
0,2014-12-23,48,-491.779,2014-12-24 00:00:00
1,2014-12-23,47,-163.507,2014-12-23 23:30:00
2,2014-12-23,46,97.4022,2014-12-23 23:00:00
3,2014-12-23,45,-6.5712,2014-12-23 22:30:00
4,2014-12-23,44,99.1749,2014-12-23 22:00:00
5,2014-12-23,43,256.106,2014-12-23 21:30:00
6,2014-12-23,42,201.735,2014-12-23 21:00:00
7,2014-12-23,41,234.268,2014-12-23 20:30:00
8,2014-12-23,40,294.737,2014-12-23 20:00:00
9,2014-12-23,39,251.741,2014-12-23 19:30:00
10,2014-12-23,38,378.886,2014-12-23 19:00:00
11,2014-12-23,37,281.21,2014-12-23 18:30:00
12,2014-12-23,36,456.779,2014-12-23 18:00:00
13,2014-12-23,35,342.295,2014-12-23 17:30:00
14,2014-12-23,34,301.014,2014-12-23 17:00:00
15,2014-12-23,33,43.7932,2014-12-23 16:30:00
16,2014-12-23,32,34.5714,2014-12-23 16:00:00
17,2014-12-23,31,-65.7966,2014-12-23 15:30:00
18,2014-12-23,30,144.994,2014-12-23 15:00:00
19,2014-12-23,29,645.452,2014-12-23 14:30:00
20,2014-12-23,28,659.66,2014-12-23 14:00:00
21,2014-12-23,27,765.828,2014-12-23 13:30:00
22,2014-12-23,26,842.041,2014-12-23 13:00:00
23,2014-12-23,25,778.54,2014-12-23 12:30:00
24,2014-12-23,24,715.613,2014-12-23 12:00:00
25,2014-12-23,23,456.44,2014-12-23 11:30:00
26,2014-12-23,22,304.036,2014-12-23 11:00:00
27,2014-12-23,21,332.882,2014-12-23 10:30:00
28,2014-12-23,20,230.748,2014-12-23 10:00:00
29,2014-12-23,19,496.961,2014-12-23 09:30:00
30,2014-12-23,18,533.036,2014-12-23 09:00:00
31,2014-12-23,17,461.038,2014-12-23 08:30:00
32,2014-12-23,16,266.312,2014-12-23 08:00:00
33,2014-12-23,15,298.57,2014-12-23 07:30:00
34,2014-12-23,14,271.47,2014-12-23 07:00:00
35,2014-12-23,13,109.533,2014-12-23 06:30:00
36,2014-12-23,12,329.31,2014-12-23 06:00:00
37,2014-12-23,11,301.322,2014-12-23 05:30:00
38,2014-12-23,10,-68.6811,2014-12-23 05:00:00
39,2014-12-23,9,-80.9019,2014-12-23 04:30:00
40,2014-12-23,8,-69.7335,2014-12-23 04:00:00
41,2014-12-23,7,81.2417,2014-12-23 03:30:00
42,2014-12-23,6,43.0464,2014-12-23 03:00:00
43,2014-12-23,5,25.2917,2014-12-23 02:30:00
44,2014-12-23,4,79.6384,2014-12-23 02:00:00
45,2014-12-23,3,173.029,2014-12-23 01:30:00
46,2014-12-23,2,27.7375,2014-12-23 01:00:00
47,2014-12-23,1,-72.9937,2014-12-23 00:30:00
0,2014-12-24,48,-81.6607,2014-12-25 00:00:00
1,2014-12-24,47,75.7184,2014-12-24 23:30:00
2,2014-12-24,46,46.6912,2014-12-24 23:00:00
3,2014-12-24,45,-246.026,2014-12-24 22:30:00
4,2014-12-24,44,-170.524,2014-12-24 22:00:00
5,2014-12-24,43,-54.5614,2014-12-24 21:30:00
6,2014-12-24,42,-155.146,2014-12-24 21:00:00
7,2014-12-24,41,-171.234,2014-12-24 20:30:00
8,2014-12-24,40,-298.294,2014-12-24 20:00:00
9,2014-12-24,39,-307.706,2014-12-24 19:30:00
10,2014-12-24,38,-573.409,2014-12-24 19:00:00
11,2014-12-24,37,-466.961,2014-12-24 18:30:00
12,2014-12-24,36,-513.47,2014-12-24 18:00:00
13,2014-12-24,35,-409.946,2014-12-24 17:30:00
14,2014-12-24,34,-443.348,2014-12-24 17:00:00
15,2014-12-24,33,-587.265,2014-12-24 16:30:00
16,2014-12-24,32,-671.315,2014-12-24 16:00:00
17,2014-12-24,31,-712.884,2014-12-24 15:30:00
18,2014-12-24,30,-555.942,2014-12-24 15:00:00
19,2014-12-24,29,-495.527,2014-12-24 14:30:00
20,2014-12-24,28,-418.893,2014-12-24 14:00:00
21,2014-12-24,27,-391.193,2014-12-24 13:30:00
22,2014-12-24,26,-247.63,2014-12-24 13:00:00
23,2014-12-24,25,-188.638,2014-12-24 12:30:00
24,2014-12-24,24,-198.55,2014-12-24 12:00:00
25,2014-12-24,23,-212.211,2014-12-24 11:30:00
26,2014-12-24,22,-114.796,2014-12-24 11:00:00
27,2014-12-24,21,195.377,2014-12-24 10:30:00
28,2014-12-24,20,377.038,2014-12-24 10:00:00
29,2014-12-24,19,559.226,2014-12-24 09:30:00
30,2014-12-24,18,508.756,2014-12-24 09:00:00
31,2014-12-24,17,275.217,2014-12-24 08:30:00
32,2014-12-24,16,59.6717,2014-12-24 08:00:00
33,2014-12-24,15,-206.601,2014-12-24 07:30:00
34,2014-12-24,14,-122.217,2014-12-24 07:00:00
35,2014-12-24,13,-165.245,2014-12-24 06:30:00
36,2014-12-24,12,-177.056,2014-12-24 06:00:00
37,2014-12-24,11,-393.641,2014-12-24 05:30:00
38,2014-12-24,10,-593.25,2014-12-24 05:00:00
39,2014-12-24,9,-586.24,2014-12-24 04:30:00
40,2014-12-24,8,-512.454,2014-12-24 04:00:00
41,2014-12-24,7,-197.983,2014-12-24 03:30:00
42,2014-12-24,6,-244.705,2014-12-24 03:00:00
43,2014-12-24,5,-450.757,2014-12-24 02:30:00
44,2014-12-24,4,-432.441,2014-12-24 02:00:00
45,2014-12-24,3,-389.62,2014-12-24 01:30:00
46,2014-12-24,2,-562.648,2014-12-24 01:00:00
47,2014-12-24,1,-375.682,2014-12-24 00:30:00
0,2014-12-25,48,-92.3694,2014-12-26 00:00:00
1,2014-12-25,47,-155.168,2014-12-25 23:30:00
2,2014-12-25,46,26.1406,2014-12-25 23:00:00
3,2014-12-25,45,25.5536,2014-12-25 22:30:00
4,2014-12-25,44,183.575,2014-12-25 22:00:00
5,2014-12-25,43,72.4072,2014-12-25 21:30:00
6,2014-12-25,42,149.897,2014-12-25 21:00:00
7,2014-12-25,41,304.286,2014-12-25 20:30:00
8,2014-12-25,40,279.408,2014-12-25 20:00:00
9,2014-12-25,39,299.78,2014-12-25 19:30:00
10,2014-12-25,38,192.344,2014-12-25 19:00:00
11,2014-12-25,37,56.4743,2014-12-25 18:30:00
12,2014-12-25,36,-10.7493,2014-12-25 18:00:00
13,2014-12-25,35,142.436,2014-12-25 17:30:00
14,2014-12-25,34,401.52,2014-12-25 17:00:00
15,2014-12-25,33,232.653,2014-12-25 16:30:00
16,2014-12-25,32,27.0798,2014-12-25 16:00:00
17,2014-12-25,31,82.2221,2014-12-25 15:30:00
18,2014-12-25,30,-92.1118,2014-12-25 15:00:00
19,2014-12-25,29,-5.1936,2014-12-25 14:30:00
20,2014-12-25,28,132.759,2014-12-25 14:00:00
21,2014-12-25,27,178.096,2014-12-25 13:30:00
22,2014-12-25,26,127.6,2014-12-25 13:00:00
23,2014-12-25,25,105.977,2014-12-25 12:30:00
24,2014-12-25,24,-12.6035,2014-12-25 12:00:00
25,2014-12-25,23,-227.741,2014-12-25 11:30:00
26,2014-12-25,22,-405.718,2014-12-25 11:00:00
27,2014-12-25,21,-97.7489,2014-12-25 10:30:00
28,2014-12-25,20,-58.3755,2014-12-25 10:00:00
29,2014-12-25,19,86.2674,2014-12-25 09:30:00
30,2014-12-25,18,449.994,2014-12-25 09:00:00
31,2014-12-25,17,178.247,2014-12-25 08:30:00
32,2014-12-25,16,52.1653,2014-12-25 08:00:00
33,2014-12-25,15,169.975,2014-12-25 07:30:00
34,2014-12-25,14,77.8186,2014-12-25 07:00:00
35,2014-12-25,13,-46.3349,2014-12-25 06:30:00
36,2014-12-25,12,-313.939,2014-12-25 06:00:00
37,2014-12-25,11,-248.514,2014-12-25 05:30:00
38,2014-12-25,10,-222.716,2014-12-25 05:00:00
39,2014-12-25,9,-120.017,2014-12-25 04:30:00
40,2014-12-25,8,-153.367,2014-12-25 04:00:00
41,2014-12-25,7,-4.0528,2014-12-25 03:30:00
42,2014-12-25,6,44.2053,2014-12-25 03:00:00
43,2014-12-25,5,-6.3839,2014-12-25 02:30:00
44,2014-12-25,4,-36.2667,2014-12-25 02:00:00
45,2014-12-25,3,267.209,2014-12-25 01:30:00
46,2014-12-25,2,216.524,2014-12-25 01:00:00
47,2014-12-25,1,107.95,2014-12-25 00:30:00
0,2014-12-26,48,-198.725,2014-12-27 00:00:00
1,2014-12-26,47,134.626,2014-12-26 23:30:00
2,2014-12-26,46,38.6297,2014-12-26 23:00:00
3,2014-12-26,45,80.2737,2014-12-26 22:30:00
4,2014-12-26,44,179.18,2014-12-26 22:00:00
5,2014-12-26,43,-98.7658,2014-12-26 21:30:00
6,2014-12-26,42,-371.385,2014-12-26 21:00:00
7,2014-12-26,41,-297.83,2014-12-26 20:30:00
8,2014-12-26,40,-396.646,2014-12-26 20:00:00
9,2014-12-26,39,-195.453,2014-12-26 19:30:00
10,2014-12-26,38,-324.863,2014-12-26 19:00:00
11,2014-12-26,37,-269.446,2014-12-26 18:30:00
12,2014-12-26,36,-234.01,2014-12-26 18:00:00
13,2014-12-26,35,-100.717,2014-12-26 17:30:00
14,2014-12-26,34,130.15,2014-12-26 17:00:00
15,2014-12-26,33,310.591,2014-12-26 16:30:00
16,2014-12-26,32,427.093,2014-12-26 16:00:00
17,2014-12-26,31,140.029,2014-12-26 15:30:00
18,2014-12-26,30,238.777,2014-12-26 15:00:00
19,2014-12-26,29,403.452,2014-12-26 14:30:00
20,2014-12-26,28,494.57,2014-12-26 14:00:00
21,2014-12-26,27,538.556,2014-12-26 13:30:00
22,2014-12-26,26,505.668,2014-12-26 13:00:00
23,2014-12-26,25,427.547,2014-12-26 12:30:00
24,2014-12-26,24,292.354,2014-12-26 12:00:00
25,2014-12-26,23,237.188,2014-12-26 11:30:00
26,2014-12-26,22,262.741,2014-12-26 11:00:00
27,2014-12-26,21,574.946,2014-12-26 10:30:00
28,2014-12-26,20,623.87,2014-12-26 10:00:00
29,2014-12-26,19,415.845,2014-12-26 09:30:00
30,2014-12-26,18,173.227,2014-12-26 09:00:00
31,2014-12-26,17,-33.855,2014-12-26 08:30:00
32,2014-12-26,16,-138.917,2014-12-26 08:00:00
